	N_ZJ_NY_1	N_ZJ_NY_2	N_ZJ_NY_3	N_JL_T_1	N_JL_T_2	N_JL_T_3	N_JS_NX_1	N_JS_NX_2	N_JS_NX_3	N_ZJ_NB_1	N_ZJ_NB_2	N_ZJ_NB_3	N_AH_C_1	N_AH_C_2	N_AH_C_3	N_CQ_W_1	N_CQ_W_2	N_CQ_W_3	N_GX_G_1	N_GX_G_2	N_GX_G_3	N_HB_X_1	N_HB_X_2	N_HB_X_3	N_HB_Y_1	N_HB_Y_2	N_HB_Y_3	N_HN_C_1	N_HN_C_2	N_HN_C_3	N_HN_H_1	N_HN_H_2	N_HN_H_3	N_HN_M_1	N_HN_M_2	N_HN_M_3	N_HN_Y_1	N_HN_Y_2	N_HN_Y_3	N_JL_J_1	N_JL_J_2	N_JS_W_1	N_JS_W_2	N_JS_W_3	N_SC_L_1	N_SC_L_2	N_SC_L_3	N_SN_X_1	N_SN_X_2	N_SN_X_3	N_USA_1	N_USA_2	N_USA_3	N_ZJ_HA_1	N_ZJ_HA_2	N_ZJ_HA_3	N_ZJ_HC_1	N_ZJ_HC_2	N_ZJ_HC_3	N_ZJ_HD_1	N_ZJ_HD_2	N_ZJ_HD_3	N_ZJ_HT_1	N_ZJ_HT_2	N_ZJ_HT_3	N_ZJ_J_1	N_ZJ_J_2	N_ZJ_J_3	N_ZJ_JP_1	N_ZJ_JP_2	N_ZJ_JP_3	N_ZJ_JW_1	N_ZJ_JW_2	N_ZJ_JW_3	N_ZJ_LJ_1	N_ZJ_LJ_2	N_ZJ_LJ_3	N_ZJ_LL_1	N_ZJ_LL_2	N_ZJ_LL_3	N_ZJ_QJ_1	N_ZJ_QJ_2	N_ZJ_QJ_3	N_ZJ_SS_1	N_ZJ_SS_2	N_ZJ_SS_3	N_ZJ_TL_1	N_ZJ_TL_2	N_ZJ_TL_3	N_ZJ_TT_1	N_ZJ_TT_2	N_ZJ_TT_3	N_ZJ_WP_1	N_ZJ_WP_2	N_ZJ_WP_3	N_ZJ_WY_1	N_ZJ_WY_2	N_ZJ_WY_3	N_ZJ_ZD_1	N_ZJ_ZD_2	N_ZJ_ZD_3	M_ZJ_NY_1	M_ZJ_NY_2	M_ZJ_NY_3	M_JL_T_1	M_JL_T_2	M_JL_T_3	M_JS_NX_1	M_JS_NX_2	M_JS_NX_3	M_ZJ_NB_1	M_ZJ_NB_2	M_ZJ_NB_3	M_GX_G_1	M_GX_G_2	M_GX_G_3	M_USA_1	M_USA_2	M_USA_3	M_ZJ_HA_1	M_ZJ_HA_2	M_ZJ_HA_3	M_ZJ_HC_1	M_ZJ_HC_2	M_ZJ_HC_3	M_ZJ_HD_1	M_ZJ_HD_2	M_ZJ_HD_3	M_ZJ_HT_1	M_ZJ_HT_2	M_ZJ_HT_3	M_ZJ_JP_1	M_ZJ_JP_2	M_ZJ_JP_3	M_ZJ_JW_1	M_ZJ_JW_2	M_ZJ_JW_3	M_ZJ_LJ_1	M_ZJ_LJ_2	M_ZJ_LJ_3	M_ZJ_LL_1	M_ZJ_LL_2	M_ZJ_LL_3	M_ZJ_QJ_1	M_ZJ_QJ_2	M_ZJ_QJ_3	M_ZJ_SS_1	M_ZJ_SS_2	M_ZJ_SS_3	M_ZJ_TL_1	M_ZJ_TL_2	M_ZJ_TL_3	M_ZJ_TT_1	M_ZJ_TT_2	M_ZJ_TT_3	M_ZJ_WP_1	M_ZJ_WP_2	M_ZJ_WP_3	M_ZJ_WY_1	M_ZJ_WY_2	M_ZJ_WY_3	M_ZJ_ZD_1	M_ZJ_ZD_2	M_ZJ_ZD_3
N_ZJ_HA_3	0.962300012	0.979571185	0.8869933	0.695399821	0.819771892	0.656176045	0.802608275	0.675290822	0.676937278	0.68280951	0.676160791	0.641833702	0.672562053	0.724307372	0.649311512	0.390885458	0.236674382	0.661338158	0.683680452	0.641110824	0.663211163	0.228433827	0.852386457	0.667906733	0.689297927	0.693525093	0.691478885	0.712870571	0.653661713	0.694301714	0.653713413	0.690435015	0.682314929	0.67198777	0.74254235	0.67898314	0.666262057	0.66259591	0.66318498	0.631547553	0.671132485	0.654088141	0.649593316	0.684335584	0.899288338	0.634129976	0.634704096	0.681538388	0.637393558	0.627199788	0.688521616	0.67499825	0.649258873	0.334195288	0.328255694	0	0.288510199	0.331787731	0.081648506	0.242384084	0.846699438	0.240003892	0.224539165	0.238170837	0.263013684	0.19064063	0.254519645	0.683398742	0.862914249	0.85239895	0.908719775	0.251536251	0.260659273	0.590676031	0.66394704	0.671826984	0.766689251	0.889108069	0.87690764	0.876372102	0.328524394	0.345286923	0.252498916	0.916881124	0.919061699	0.915168766	0.16123408	0.357861525	0.222651287	0.670276296	0.649955155	0.658703332	0.19835748	0.333258928	0.333151941	0.239655827	0.114237731	0.075256413	0.187039879	0.349085642	0.302006037	0.984706881	0.98560348	0.980653398	0.800976233	0.837698153	0.824962682	0.852573552	0.90057343	0.894580138	0.813497182	0.867490619	0.831624373	0.928211759	0.932037656	0.961682672	0.903114783	0.909830784	0.753805889	0.801243657	0.783438207	0.795879174	0.788602543	0.935944472	0.892426773	0.878660917	0.866379373	0.951235311	0.95975736	0.943395641	0.972680095	0.968091214	0.954699832	0.967061488	0.922406267	0.931529186	0.898901108	0.861510413	0.788066141	0.890393234	0.977201846	0.974967748	0.980212014	0.97292113	0.981817586	0.971341971	0.979167734	0.983195794	0.958044996	0.674114156	0.614021307	0.727959734	0.62765474	0.837684894	0.495322889	0.958406222	0.958540227	0.951944248	0.983342274	0.988119003	0.958659698	0.979703543	0.972559359	0.959021607
N_ZJ_HC_1	0.96318324	0.98476201	0.909216095	0.865244149	0.913738233	0.847344595	0.916962107	0.861523774	0.866982257	0.889550429	0.887450528	0.860239735	0.881296444	0.899156215	0.867891959	0.590600724	0.439614263	0.879690831	0.884078984	0.863316544	0.8855103	0.418638058	0.907530508	0.873805144	0.898152884	0.898058351	0.895369996	0.905443909	0.876012814	0.898928411	0.872400356	0.885310435	0.889657803	0.881872392	0.92940329	0.888012014	0.885644711	0.879089586	0.880427604	0.85327044	0.888186361	0.860454202	0.867598284	0.892199924	0.964213057	0.856374553	0.856106331	0.884948554	0.856147208	0.844601951	0.878914784	0.872093261	0.846808963	0.109592997	0.124469426	0.288510199	0	0.105472176	0.249445817	0.143600819	0.875596777	0.418088381	0.416255805	0.434971908	0.465807186	0.356323455	0.419186284	0.859329478	0.881202162	0.861269459	0.921844554	0.436109381	0.462155704	0.800320139	0.84028028	0.856587944	0.91217278	0.899088869	0.883958907	0.885911844	0.505485999	0.517258169	0.451667293	0.918821369	0.934687775	0.929430007	0.333900224	0.492000469	0.429406238	0.887130201	0.870915923	0.875423799	0.409566222	0.094784892	0.124243193	0.424897585	0.353218642	0.305714988	0.164764241	0.149219758	0.201942539	0.98805196	0.988239517	0.98294143	0.876026065	0.902433829	0.899637966	0.915798126	0.925738341	0.921765277	0.883718169	0.913310045	0.894099328	0.96551045	0.963396714	0.977764207	0.939570236	0.941456467	0.805364246	0.858781564	0.839905751	0.852213726	0.79375279	0.939450282	0.894219787	0.894126238	0.869109618	0.95277437	0.963035498	0.948680561	0.976360063	0.969122085	0.958499845	0.970874871	0.922206708	0.933069122	0.903383235	0.91368429	0.861939094	0.926768145	0.978459878	0.978420006	0.984279508	0.972935384	0.98048056	0.971985046	0.982499474	0.981845161	0.951543932	0.714836733	0.658890446	0.751076785	0.739693255	0.903183006	0.628832393	0.965309568	0.967731216	0.964105457	0.983704099	0.988413686	0.965523738	0.98159071	0.97507511	0.963971932
N_ZJ_HC_2	0.97162501	0.982715485	0.912814781	0.894929915	0.933443744	0.886715479	0.94176483	0.898835187	0.906300174	0.938794531	0.935410237	0.904654461	0.927584144	0.938928446	0.916801531	0.626413218	0.472885035	0.928975411	0.931490838	0.912801663	0.936092302	0.446263156	0.916681415	0.922059549	0.941911861	0.935597212	0.943905066	0.938929104	0.926648123	0.942072349	0.919463731	0.927691306	0.935864978	0.933537805	0.956600626	0.936573828	0.933042769	0.929189951	0.929577923	0.904012604	0.936534031	0.909163257	0.917136477	0.937497363	0.974326681	0.898688823	0.905283739	0.928975174	0.904213607	0.893872513	0.912105792	0.904521394	0.880307522	0.122222674	0.073299069	0.331787731	0.105472176	0	0.293512306	0.169955184	0.895516973	0.454637145	0.454396296	0.470543572	0.5019809	0.391399934	0.448068972	0.881336803	0.905563601	0.870152557	0.936841571	0.468657744	0.501125349	0.841537635	0.874327124	0.888239911	0.943677716	0.91562402	0.884721352	0.88377117	0.53356609	0.550088122	0.489741061	0.92480171	0.958367042	0.952119194	0.374609496	0.513070706	0.465339076	0.935891972	0.920935535	0.926835042	0.447907098	0.108871583	0.112871595	0.45768707	0.397004507	0.349286376	0.197339829	0.108296587	0.174825328	0.991691405	0.991611453	0.986126059	0.889992797	0.917216651	0.913229994	0.928601023	0.935504409	0.931705066	0.898514534	0.922514864	0.905738496	0.975115752	0.972815046	0.984319836	0.952105957	0.952092578	0.816976768	0.872481057	0.849846005	0.860414732	0.794261663	0.942086237	0.896079787	0.900079714	0.876695253	0.955236462	0.96878832	0.95353743	0.979035966	0.97349766	0.961978994	0.97365832	0.924160294	0.934902069	0.909537614	0.924493713	0.874260787	0.935263139	0.978193227	0.980400739	0.987851997	0.977831744	0.982353732	0.976052679	0.98616588	0.980641629	0.950755637	0.731318295	0.678476204	0.760709378	0.757927683	0.917671393	0.647267033	0.971009196	0.97392585	0.970968731	0.98612605	0.989738685	0.970687809	0.983597535	0.977684466	0.968948797
N_ZJ_HC_3	0.964373426	0.985403814	0.902832724	0.725459337	0.844011722	0.685981448	0.8302194	0.70494908	0.707825907	0.705122811	0.70053485	0.655317804	0.697350351	0.751824958	0.666247303	0.420663342	0.266371833	0.681939582	0.71157277	0.66263518	0.68639466	0.259067613	0.872345902	0.690261357	0.717364657	0.723089474	0.717458806	0.743759795	0.678491033	0.722568495	0.677779766	0.712307126	0.708307865	0.691358462	0.774274395	0.702581387	0.687492223	0.679304681	0.686234539	0.648349244	0.696000984	0.678983646	0.673204932	0.712401392	0.923690057	0.657981649	0.654302433	0.707879272	0.658061765	0.644657389	0.718259427	0.705138098	0.682180921	0.304709807	0.295840298	0.081648506	0.249445817	0.293512306	0	0.210998098	0.857562148	0.273835138	0.257421166	0.272230089	0.298677623	0.206023188	0.282999548	0.713498072	0.872693461	0.862579539	0.916893443	0.288110394	0.296712602	0.622314202	0.694314247	0.704347923	0.794126653	0.895690034	0.89068666	0.888585905	0.366917471	0.380616944	0.288109476	0.923181945	0.922486512	0.923864178	0.163841104	0.389271411	0.258155696	0.694449546	0.675706339	0.682756263	0.232402831	0.308348802	0.308308786	0.271975678	0.148042366	0.093649121	0.137045674	0.323626778	0.277258027	0.985388999	0.98587079	0.980505956	0.827290786	0.861750845	0.849189303	0.874526069	0.904506148	0.90010577	0.838245995	0.884895123	0.856038519	0.939890074	0.941267977	0.965228021	0.912572469	0.917897486	0.770487711	0.821229627	0.804654444	0.821029043	0.789243786	0.936613074	0.892239112	0.879262358	0.867262013	0.95247906	0.960211665	0.944545912	0.973335788	0.969335162	0.95530123	0.969616301	0.923436501	0.931489187	0.90003788	0.882084956	0.813430083	0.904961399	0.978753202	0.976318882	0.980907218	0.972814065	0.982058269	0.971248092	0.979689168	0.98324886	0.960760629	0.67451533	0.61529184	0.729176969	0.656416067	0.859771209	0.52249199	0.959154965	0.960346214	0.955154597	0.983328846	0.988412907	0.95940857	0.9800912	0.972946974	0.959944258
N_ZJ_HD_1	0.940922368	0.963718626	0.885643043	0.817230781	0.87185122	0.793591997	0.873924639	0.806754519	0.81504898	0.847463545	0.847168838	0.808239656	0.845095174	0.856533399	0.819436433	0.551497455	0.404832552	0.833817786	0.846246607	0.819596849	0.840091809	0.378370882	0.87496812	0.83367079	0.860787746	0.854472722	0.860185579	0.866647726	0.82798587	0.86070664	0.824119323	0.837845321	0.850606943	0.840922453	0.886138237	0.846499825	0.839423735	0.833002441	0.838219321	0.805604364	0.843503469	0.814701786	0.824441211	0.851088534	0.935101897	0.807960225	0.805551227	0.850540297	0.805685365	0.796053535	0.827155412	0.821965899	0.7966285	0.192136015	0.170584065	0.242384084	0.143600819	0.169955184	0.210998098	0	0.81621036	0.365485552	0.366408695	0.380162228	0.415170802	0.319601948	0.378972188	0.813710666	0.814994362	0.824639302	0.885857214	0.38745413	0.408122109	0.729711012	0.784213206	0.808748151	0.871048626	0.849147985	0.852679519	0.856813791	0.457673143	0.466636168	0.404067955	0.881241629	0.892145247	0.889964371	0.289298408	0.44960511	0.387064599	0.846888579	0.826166665	0.829417159	0.35410055	0.178784494	0.185996402	0.384416706	0.304082192	0.251749138	0.10796281	0.193167524	0.168966425	0.982995227	0.983182125	0.978526525	0.844173373	0.870781343	0.868949371	0.887008062	0.902714673	0.897269638	0.853069082	0.883329606	0.863771437	0.938245484	0.936774013	0.963663465	0.908720572	0.911301987	0.773190292	0.827691405	0.808039406	0.820133467	0.78065592	0.927583435	0.88136305	0.878179752	0.863142413	0.948359244	0.956506623	0.940292383	0.969537081	0.962392527	0.950338758	0.963931429	0.917095847	0.928252173	0.893202119	0.882286154	0.831624263	0.898486818	0.968533477	0.965830955	0.973041645	0.965081997	0.977911584	0.963516453	0.97809795	0.978901846	0.944078917	0.699171269	0.638061287	0.733284559	0.703051563	0.870928401	0.594437551	0.950927803	0.956198926	0.950780433	0.979075299	0.984935101	0.951837992	0.974406224	0.966271998	0.951757753
N_ZJ_HD_2	0.852654712	0.865497371	0.815101183	0.849095954	0.868024705	0.834246317	0.877375494	0.859904048	0.846806799	0.898352441	0.882874524	0.88708794	0.890901095	0.862406196	0.879409081	0.852587029	0.870071452	0.892063916	0.887168108	0.898338649	0.899983709	0.869415107	0.87795096	0.884518869	0.895128042	0.871073942	0.908505723	0.893241635	0.886444898	0.90413025	0.875101165	0.889737346	0.893201147	0.894392479	0.881883637	0.888880034	0.896746961	0.887970908	0.891622614	0.880787617	0.891501903	0.871944384	0.877403377	0.888010744	0.948078262	0.874474213	0.879690102	0.899783315	0.882005004	0.863035553	0.876826715	0.854458951	0.845898333	0.876464912	0.875903732	0.846699438	0.875596777	0.895516973	0.857562148	0.81621036	0	0.821614206	0.834845158	0.820169542	0.832156729	0.862700076	0.846995121	0.828398455	0.65435329	0.725322506	0.686781671	0.842913229	0.819755798	0.783595656	0.805256097	0.838232424	0.881629371	0.733750096	0.757188122	0.781268877	0.815822756	0.813494858	0.830230605	0.797697045	0.576508282	0.640962786	0.844049663	0.861841781	0.845895463	0.902057978	0.884171536	0.88102746	0.843609315	0.85445793	0.85127541	0.854753485	0.831836566	0.839435207	0.842338678	0.857469176	0.870967031	0.968559867	0.977282387	0.975703305	0.886900514	0.889803924	0.890205116	0.886258191	0.898017923	0.893616769	0.888974151	0.898552432	0.8953555	0.952893386	0.95073911	0.967435695	0.924933156	0.918565388	0.891087829	0.888585956	0.882111164	0.875917228	0.8897912	0.903516422	0.889135481	0.897603059	0.907154441	0.948385926	0.953589634	0.938365478	0.967449618	0.959555657	0.947863057	0.959462502	0.915275705	0.928759768	0.899061287	0.896452079	0.890271352	0.907596029	0.963275327	0.942619823	0.958325436	0.963904012	0.975971577	0.96100079	0.975716299	0.976332709	0.968399259	0.893295061	0.88213793	0.885080916	0.880010422	0.895355236	0.884960651	0.933509447	0.952652848	0.951154494	0.973536076	0.97759051	0.947489453	0.97132886	0.953080855	0.944212068
N_ZJ_HD_3	0.950794584	0.970178948	0.892131086	0.59914786	0.787249637	0.616363114	0.742607698	0.583224188	0.588495566	0.591840279	0.585218237	0.569325298	0.580656007	0.621057779	0.582422073	0.285683891	0.133610778	0.573472703	0.582330148	0.572494937	0.582247693	0.177945606	0.848894051	0.570756782	0.593378861	0.583424636	0.594249211	0.599560072	0.578023038	0.591440135	0.575559326	0.610301366	0.579759931	0.598931183	0.622730188	0.590703004	0.589472646	0.592134552	0.587292227	0.564952112	0.577648166	0.577393762	0.577781905	0.583640636	0.893603304	0.565756868	0.567347639	0.59301666	0.573313513	0.550197072	0.587919478	0.585634375	0.555360258	0.432589562	0.438676444	0.240003892	0.418088381	0.454637145	0.273835138	0.365485552	0.821614206	0	0.092739092	0.107200219	0.116926261	0.215242305	0.227322201	0.598501055	0.858136947	0.833841925	0.877146804	0.092553328	0.118479634	0.51214645	0.574127713	0.5892983	0.697324187	0.888103998	0.870738027	0.859140913	0.170920331	0.171615352	0.114012001	0.920331407	0.895207979	0.893442385	0.269780631	0.265914656	0.087951672	0.58535443	0.564938249	0.571399472	0.099227831	0.440495131	0.417324114	0.093730333	0.229085498	0.240351247	0.325847796	0.438288417	0.426636572	0.974900208	0.976545764	0.974284502	0.764065697	0.81799097	0.793871234	0.838712783	0.890017027	0.883796875	0.784613231	0.84532186	0.807449236	0.921508235	0.920972875	0.958417255	0.890725704	0.897320392	0.746660701	0.74407904	0.734032469	0.756132606	0.776467628	0.922578942	0.881924168	0.877321679	0.865000487	0.950632536	0.949695827	0.934900374	0.965001134	0.958831873	0.946751693	0.959434304	0.921241585	0.927835293	0.895582255	0.840813731	0.759343012	0.872585985	0.974604722	0.961508048	0.966350752	0.965629142	0.97615809	0.96243163	0.97522018	0.982660221	0.966110892	0.671291098	0.611024224	0.724400912	0.564336593	0.823502788	0.409128937	0.943862725	0.948652219	0.945641809	0.974953807	0.978138313	0.946391306	0.97063262	0.960077218	0.945334848
N_ZJ_HT_1	0.955074911	0.974740624	0.900251068	0.578786735	0.786674153	0.592710724	0.746460693	0.561886482	0.563599686	0.565445414	0.560656266	0.549619318	0.55347223	0.603866541	0.556134552	0.277456655	0.120595087	0.55155929	0.565340474	0.550703013	0.557071201	0.163725178	0.849294593	0.546315567	0.568576589	0.559572162	0.566021577	0.578690767	0.55106683	0.566048703	0.546663482	0.586622145	0.558610155	0.572710695	0.602463377	0.565806397	0.565178655	0.567760318	0.563907658	0.537942464	0.556229699	0.552779017	0.553528696	0.561500458	0.893697213	0.541195102	0.543427562	0.567210689	0.54800274	0.530303825	0.568040294	0.570785369	0.534865707	0.434610018	0.441231682	0.224539165	0.416255805	0.454396296	0.257421166	0.366408695	0.834845158	0.092739092	0	0.087067396	0.105836186	0.196071758	0.20815156	0.577470951	0.84114784	0.851528005	0.9082646	0.092873906	0.116166048	0.50123174	0.557967417	0.57490435	0.695491594	0.892023888	0.882149521	0.885923624	0.170302737	0.193701915	0.106841734	0.907941586	0.906056696	0.903259916	0.227319304	0.242797892	0.078171751	0.56139494	0.540898525	0.549753664	0.078158645	0.449230517	0.448723619	0.08464546	0.218063119	0.22298725	0.326076532	0.447787173	0.434824678	0.982298184	0.9832213	0.979542182	0.76975179	0.821790517	0.798982141	0.844692878	0.898579604	0.892626114	0.789844534	0.848117921	0.812974915	0.923461955	0.9256823	0.959461286	0.898632529	0.904598555	0.746674453	0.747704855	0.738180055	0.759035648	0.776574354	0.909535405	0.880010785	0.880185309	0.867970902	0.95332179	0.955408561	0.939341528	0.969549202	0.966337489	0.951113652	0.966819455	0.923903881	0.93190343	0.898833504	0.844759792	0.764600907	0.877027805	0.978458399	0.965575556	0.97293297	0.947823689	0.979275262	0.945147871	0.978096951	0.985482891	0.965990883	0.674060417	0.612616277	0.726247152	0.571895138	0.824800539	0.418493709	0.946966941	0.955167806	0.950725634	0.979823498	0.985897385	0.951528695	0.975328019	0.966243895	0.952197907
N_ZJ_HT_2	0.946218814	0.961790215	0.896933025	0.575482765	0.781938528	0.591346676	0.740574227	0.56908448	0.572094458	0.574756806	0.571051337	0.562128156	0.563759317	0.608896995	0.568763634	0.272532407	0.136501608	0.566341642	0.574998455	0.565967185	0.571023996	0.169906078	0.843113935	0.557472733	0.577205081	0.565244204	0.579988083	0.586529456	0.566851999	0.576683699	0.563439379	0.594596145	0.570034434	0.586021881	0.60239596	0.577926965	0.580041007	0.577152006	0.577713967	0.553541024	0.56817577	0.564952669	0.569220804	0.573406918	0.891088389	0.555857677	0.557822335	0.582675678	0.561595071	0.544525299	0.578568697	0.564979149	0.546209661	0.448014617	0.459652807	0.238170837	0.434971908	0.470543572	0.272230089	0.380162228	0.820169542	0.107200219	0.087067396	0	0.118077537	0.20446023	0.214493684	0.570380637	0.849522815	0.841454649	0.894793237	0.116808523	0.114064319	0.505071064	0.55950629	0.574248716	0.698433702	0.885883446	0.87451152	0.878445162	0.177449149	0.197701492	0.122801339	0.905119284	0.880425179	0.890618039	0.267091899	0.26471143	0.094118333	0.574705683	0.555347276	0.560094598	0.100258192	0.460548601	0.457151631	0.11227231	0.214114849	0.236030143	0.343280798	0.459239389	0.447975384	0.980211685	0.98101442	0.977790245	0.766086134	0.819048063	0.796400088	0.843890293	0.897442104	0.891382317	0.787329344	0.846913858	0.810981655	0.922177426	0.923421521	0.958645467	0.89684013	0.902684876	0.747303451	0.746152792	0.734406842	0.75626665	0.782835844	0.92815786	0.886138601	0.87932913	0.867729841	0.952973901	0.954686009	0.938579206	0.968305379	0.963902424	0.951100442	0.96496018	0.923797582	0.931154122	0.898619568	0.844157973	0.763048285	0.876813036	0.978137861	0.967662713	0.973522159	0.967770251	0.978753955	0.965241369	0.977601705	0.985469581	0.966406061	0.674381724	0.613660027	0.72727733	0.565514445	0.82307491	0.413409683	0.949950311	0.952344444	0.948344698	0.978124949	0.983797431	0.951208277	0.972572818	0.96415691	0.951114567
N_ZJ_HT_3	0.952908534	0.973108775	0.898404925	0.574706892	0.786861583	0.593634865	0.743451743	0.540442684	0.550315705	0.516924395	0.514262813	0.503466858	0.508107798	0.59634873	0.511011246	0.265938706	0.151483523	0.503948294	0.542450895	0.501994646	0.512910739	0.203577498	0.84938875	0.500470628	0.521098623	0.51487737	0.520791548	0.570262894	0.507054803	0.519053164	0.505620417	0.541833622	0.51403521	0.528363698	0.584028729	0.520683088	0.519079173	0.52144647	0.520189585	0.494317489	0.508538579	0.508525269	0.508485428	0.514585229	0.891877827	0.498467649	0.497476292	0.522087755	0.503374361	0.486599596	0.544468738	0.562397589	0.518331182	0.482849787	0.489444964	0.263013684	0.465807186	0.5019809	0.298677623	0.415170802	0.832156729	0.116926261	0.105836186	0.118077537	0	0.245007656	0.257275131	0.575933443	0.859528672	0.845843071	0.902110782	0.09500226	0.091871594	0.443383022	0.558020965	0.571131841	0.696843071	0.890752743	0.879341179	0.880920336	0.143963798	0.166171191	0.067413951	0.914189322	0.905534583	0.893386825	0.295131568	0.281834225	0.076940696	0.512218747	0.494023607	0.501995521	0.11585617	0.494126973	0.490649314	0.087590054	0.254557653	0.254903393	0.373019006	0.494930635	0.478850851	0.982913718	0.983809891	0.979836624	0.765444219	0.819209037	0.795356736	0.844653415	0.898766828	0.892961075	0.787356041	0.844826526	0.809964912	0.921936958	0.924853076	0.958578319	0.897188024	0.903086699	0.747183088	0.745457351	0.73601307	0.755704916	0.782916285	0.929107417	0.887930858	0.878700451	0.867435817	0.952933745	0.956706308	0.940853322	0.970365418	0.963300508	0.952397728	0.965120128	0.923168373	0.931301351	0.89777661	0.842272163	0.758299692	0.874217987	0.977026991	0.967635785	0.973522088	0.966418777	0.979262069	0.964358422	0.978217316	0.985442446	0.966873661	0.67361936	0.611987953	0.726554869	0.565260109	0.8228749	0.405423586	0.951114124	0.95453899	0.949842877	0.98006393	0.986004609	0.952009966	0.975475772	0.967073942	0.952559161
N_ZJ_J_1	0.959182427	0.975891071	0.902459715	0.62841675	0.781415863	0.596015075	0.756934873	0.614274879	0.611465794	0.624281866	0.61298905	0.61846133	0.612856951	0.623155641	0.607089182	0.309147226	0.156154	0.619372719	0.615774325	0.622181604	0.626957764	0.14618729	0.845456188	0.613471847	0.618410236	0.608549634	0.625285537	0.617259385	0.617140125	0.621474038	0.610382486	0.636509168	0.62529847	0.628109116	0.635078506	0.6221949	0.626221551	0.628308987	0.621419434	0.605606624	0.616201634	0.596148778	0.607400124	0.614515692	0.88881341	0.597888655	0.614263113	0.623411887	0.613152183	0.582636749	0.621980555	0.60371951	0.598717219	0.367909169	0.385660869	0.19064063	0.356323455	0.391399934	0.206023188	0.319601948	0.862700076	0.215242305	0.196071758	0.20446023	0.245007656	0	0.153154077	0.576934612	0.871142576	0.869149136	0.917416137	0.214641709	0.241544311	0.588616759	0.577819679	0.602648809	0.700922286	0.901523587	0.898325499	0.898058708	0.277569109	0.300672666	0.236607633	0.929495856	0.916613437	0.921028066	0.281649101	0.299455173	0.203604388	0.622329833	0.60540622	0.613204694	0.184165102	0.389674152	0.385982508	0.201061468	0.217930288	0.21136285	0.288766625	0.386785777	0.374598688	0.98493423	0.985228817	0.982633178	0.777457774	0.827182927	0.806969915	0.847235915	0.903209148	0.896372521	0.79529031	0.857604045	0.820146235	0.923650119	0.928024372	0.962873589	0.904452587	0.909428618	0.753672055	0.756361386	0.745873637	0.767250613	0.789966323	0.937282304	0.897162772	0.884172635	0.872466837	0.95688091	0.960426194	0.943850531	0.973857699	0.970392074	0.955622913	0.968559412	0.928747171	0.935904414	0.905189033	0.851796573	0.780306734	0.882486435	0.981228583	0.974954474	0.980319045	0.974566363	0.982152113	0.971970865	0.980358545	0.988894561	0.979770464	0.689272036	0.636216311	0.741859887	0.588176748	0.829270045	0.436688462	0.958941084	0.959542729	0.953135013	0.983462756	0.987717461	0.958325728	0.979516309	0.971917501	0.959355976
N_ZJ_J_2	0.938594263	0.948948504	0.901095545	0.636283006	0.775168578	0.622061878	0.736226217	0.650662362	0.635372016	0.664280873	0.63412464	0.650728442	0.650006987	0.646966716	0.643823754	0.327421148	0.191230451	0.656923102	0.642368566	0.660401639	0.66424099	0.167230665	0.840399209	0.642421256	0.656763257	0.628896584	0.663800072	0.649727107	0.643654444	0.657713215	0.646020001	0.666327581	0.653056905	0.66064329	0.648375553	0.660950105	0.658769432	0.665873986	0.663023883	0.631062225	0.644333879	0.643118201	0.631919725	0.642180644	0.887622812	0.640323411	0.644416611	0.653645288	0.649431957	0.62710463	0.656280999	0.627277373	0.631131605	0.423467183	0.442088652	0.254519645	0.419186284	0.448068972	0.282999548	0.378972188	0.846995121	0.227322201	0.20815156	0.214493684	0.257275131	0.153154077	0	0.491302537	0.853015104	0.864801878	0.909683593	0.226199791	0.251844463	0.617137477	0.614354524	0.622661246	0.687102355	0.896693918	0.885402771	0.894460134	0.281809597	0.306759622	0.249276017	0.9033156	0.8903527	0.887436255	0.289716241	0.296912974	0.21884124	0.658663459	0.638755776	0.641444452	0.203563017	0.444470288	0.440497436	0.213530118	0.242545382	0.256766903	0.351093566	0.440404136	0.430076255	0.984506287	0.985469673	0.982820905	0.777631752	0.8252292	0.805618006	0.845991395	0.904078402	0.898232181	0.794555017	0.856198869	0.819049333	0.924225151	0.928840978	0.963542641	0.905322479	0.909094293	0.754234211	0.754140806	0.743331741	0.76436167	0.78959216	0.938165521	0.897738012	0.884413761	0.87154378	0.956051393	0.960332662	0.943543093	0.972934553	0.970874181	0.956144973	0.969951384	0.929001826	0.935087971	0.904948589	0.851436231	0.780199749	0.881684026	0.981402444	0.974887592	0.980720496	0.974674205	0.981644227	0.971503038	0.98014464	0.989470045	0.978794029	0.688443006	0.634209401	0.740629579	0.589006105	0.828748014	0.43526976	0.95882063	0.958606675	0.953696748	0.983717226	0.987490561	0.958205361	0.978205516	0.970753577	0.958740829
