	N_ZJ_NY_1	N_ZJ_NY_2	N_ZJ_NY_3	N_JL_T_1	N_JL_T_2	N_JL_T_3	N_JS_NX_1	N_JS_NX_2	N_JS_NX_3	N_ZJ_NB_1	N_ZJ_NB_2	N_ZJ_NB_3	N_AH_C_1	N_AH_C_2	N_AH_C_3	N_CQ_W_1	N_CQ_W_2	N_CQ_W_3	N_GX_G_1	N_GX_G_2	N_GX_G_3	N_HB_X_1	N_HB_X_2	N_HB_X_3	N_HB_Y_1	N_HB_Y_2	N_HB_Y_3	N_HN_C_1	N_HN_C_2	N_HN_C_3	N_HN_H_1	N_HN_H_2	N_HN_H_3	N_HN_M_1	N_HN_M_2	N_HN_M_3	N_HN_Y_1	N_HN_Y_2	N_HN_Y_3	N_JL_J_1	N_JL_J_2	N_JS_W_1	N_JS_W_2	N_JS_W_3	N_SC_L_1	N_SC_L_2	N_SC_L_3	N_SN_X_1	N_SN_X_2	N_SN_X_3	N_USA_1	N_USA_2	N_USA_3	N_ZJ_HA_1	N_ZJ_HA_2	N_ZJ_HA_3	N_ZJ_HC_1	N_ZJ_HC_2	N_ZJ_HC_3	N_ZJ_HD_1	N_ZJ_HD_2	N_ZJ_HD_3	N_ZJ_HT_1	N_ZJ_HT_2	N_ZJ_HT_3	N_ZJ_J_1	N_ZJ_J_2	N_ZJ_J_3	N_ZJ_JP_1	N_ZJ_JP_2	N_ZJ_JP_3	N_ZJ_JW_1	N_ZJ_JW_2	N_ZJ_JW_3	N_ZJ_LJ_1	N_ZJ_LJ_2	N_ZJ_LJ_3	N_ZJ_LL_1	N_ZJ_LL_2	N_ZJ_LL_3	N_ZJ_QJ_1	N_ZJ_QJ_2	N_ZJ_QJ_3	N_ZJ_SS_1	N_ZJ_SS_2	N_ZJ_SS_3	N_ZJ_TL_1	N_ZJ_TL_2	N_ZJ_TL_3	N_ZJ_TT_1	N_ZJ_TT_2	N_ZJ_TT_3	N_ZJ_WP_1	N_ZJ_WP_2	N_ZJ_WP_3	N_ZJ_WY_1	N_ZJ_WY_2	N_ZJ_WY_3	N_ZJ_ZD_1	N_ZJ_ZD_2	N_ZJ_ZD_3	M_ZJ_NY_1	M_ZJ_NY_2	M_ZJ_NY_3	M_JL_T_1	M_JL_T_2	M_JL_T_3	M_JS_NX_1	M_JS_NX_2	M_JS_NX_3	M_ZJ_NB_1	M_ZJ_NB_2	M_ZJ_NB_3	M_GX_G_1	M_GX_G_2	M_GX_G_3	M_USA_1	M_USA_2	M_USA_3	M_ZJ_HA_1	M_ZJ_HA_2	M_ZJ_HA_3	M_ZJ_HC_1	M_ZJ_HC_2	M_ZJ_HC_3	M_ZJ_HD_1	M_ZJ_HD_2	M_ZJ_HD_3	M_ZJ_HT_1	M_ZJ_HT_2	M_ZJ_HT_3	M_ZJ_JP_1	M_ZJ_JP_2	M_ZJ_JP_3	M_ZJ_JW_1	M_ZJ_JW_2	M_ZJ_JW_3	M_ZJ_LJ_1	M_ZJ_LJ_2	M_ZJ_LJ_3	M_ZJ_LL_1	M_ZJ_LL_2	M_ZJ_LL_3	M_ZJ_QJ_1	M_ZJ_QJ_2	M_ZJ_QJ_3	M_ZJ_SS_1	M_ZJ_SS_2	M_ZJ_SS_3	M_ZJ_TL_1	M_ZJ_TL_2	M_ZJ_TL_3	M_ZJ_TT_1	M_ZJ_TT_2	M_ZJ_TT_3	M_ZJ_WP_1	M_ZJ_WP_2	M_ZJ_WP_3	M_ZJ_WY_1	M_ZJ_WY_2	M_ZJ_WY_3	M_ZJ_ZD_1	M_ZJ_ZD_2	M_ZJ_ZD_3
M_ZJ_JP_2	0.960413578	0.98120266	0.963609549	0.943301199	0.951889191	0.937909987	0.933947703	0.913333488	0.918403409	0.952958318	0.961441582	0.956973094	0.944304267	0.958352573	0.952813299	0.93135403	0.948945517	0.947353499	0.938309781	0.952583234	0.953306051	0.955046456	0.962793064	0.943541416	0.953011908	0.940475411	0.955874724	0.943031346	0.947819758	0.9499883	0.958109739	0.965107752	0.948504751	0.956248491	0.94824774	0.941025548	0.96402182	0.951632507	0.936984434	0.954873232	0.957574426	0.949602667	0.952532865	0.955260418	0.982780501	0.941147172	0.946578822	0.949253916	0.954123892	0.943689099	0.930309797	0.941521133	0.936879581	0.961161076	0.959796827	0.954699832	0.958499845	0.961978994	0.95530123	0.950338758	0.947863057	0.946751693	0.951113652	0.951100442	0.952397728	0.955622913	0.956144973	0.94715267	0.938138313	0.94348927	0.949964306	0.953294312	0.946123174	0.945427823	0.945495872	0.940852888	0.952532138	0.964532558	0.950941387	0.965723438	0.953535027	0.941801888	0.949026237	0.96221818	0.956653528	0.958111169	0.950284617	0.953615575	0.955916295	0.96595023	0.946684005	0.947153372	0.954926806	0.960880677	0.961536088	0.954618485	0.950538332	0.952491576	0.952773663	0.958191484	0.95730868	0.69544742	0.677588831	0.710884993	0.873410327	0.859177311	0.882401437	0.790309392	0.782094151	0.779257895	0.875215006	0.897236653	0.891537959	0.834762968	0.748463384	0.830657271	0.755713786	0.751004866	0.8361808	0.777090959	0.812420938	0.789987801	0.673025899	0.675487969	0.693040178	0.797667174	0.782522824	0.668986335	0.658591735	0.689387376	0.746738309	0.684048695	0	0.376134087	0.824062568	0.726991886	0.803687007	0.754606264	0.88715149	0.755888914	0.839069733	0.709989279	0.722952384	0.736838265	0.81930076	0.71670462	0.770069134	0.764356896	0.776356088	0.746496225	0.690924197	0.620599088	0.801760252	0.816341521	0.827150198	0.667567824	0.685680122	0.734415729	0.728236791	0.722619536	0.632491974	0.659929751	0.658913004	0.576157941
M_ZJ_JP_3	0.961028893	0.982099174	0.974366038	0.958110707	0.964010124	0.951153956	0.942014784	0.933333432	0.934189206	0.954938559	0.960800062	0.954056964	0.958257321	0.961951141	0.957308744	0.946751576	0.963688066	0.95278498	0.942617634	0.955794914	0.953145558	0.969602295	0.976185014	0.954564765	0.958858303	0.951605549	0.956610787	0.952222075	0.947404985	0.949974956	0.96043815	0.96433273	0.94953467	0.955633524	0.947752344	0.941855787	0.963594167	0.950308982	0.937760945	0.963769549	0.956758965	0.961709742	0.96332871	0.955340527	0.981778029	0.95199657	0.948799605	0.955300694	0.956010533	0.955716403	0.941640905	0.955554292	0.950979875	0.972773588	0.970540009	0.967061488	0.970874871	0.97365832	0.969616301	0.963931429	0.959462502	0.959434304	0.966819455	0.96496018	0.965120128	0.968559412	0.969951384	0.962885373	0.951449752	0.954473039	0.960667114	0.965548942	0.957588352	0.95744119	0.960064108	0.955916817	0.957495276	0.975971322	0.962499949	0.976560257	0.96572289	0.95728092	0.959488535	0.973509478	0.969630614	0.963436274	0.968612592	0.969374916	0.966913673	0.96414462	0.952623819	0.949334241	0.967355842	0.970392541	0.971663861	0.967916501	0.963181102	0.965361443	0.96550954	0.97033871	0.968319185	0.75039001	0.762457775	0.746751857	0.870455097	0.857853519	0.879619122	0.820382943	0.834776431	0.834121627	0.876460245	0.895712296	0.892180418	0.847124232	0.786268724	0.845199324	0.744569519	0.741827883	0.831806829	0.792502601	0.807645325	0.783418835	0.697667014	0.750669803	0.73896502	0.780529724	0.784597256	0.747206351	0.701106343	0.786925201	0.827231982	0.65645069	0.376134087	0	0.823125609	0.744463161	0.792851533	0.714191658	0.883365782	0.716625426	0.813879815	0.692277447	0.700022851	0.736356317	0.871246328	0.780529801	0.766043533	0.754845658	0.784851291	0.804515369	0.737051116	0.71385501	0.866788379	0.880540912	0.860808424	0.670751208	0.677439185	0.724636321	0.798831561	0.781601285	0.726229308	0.811794722	0.818415854	0.728449617
M_ZJ_JW_1	0.971490094	0.985724732	0.921858111	0.956465635	0.961441962	0.939128413	0.957681335	0.941547971	0.943581515	0.965588397	0.973777165	0.968478874	0.952759804	0.973710089	0.963543094	0.911890804	0.921548997	0.960317594	0.956799091	0.963795495	0.967567386	0.926860655	0.929162387	0.955301827	0.962645182	0.956290193	0.966511536	0.955581089	0.960985174	0.962791752	0.968211431	0.972519936	0.96505361	0.966484554	0.960344021	0.953401623	0.973455278	0.963647459	0.950377377	0.964693126	0.970485181	0.959100989	0.962097872	0.968264322	0.985055357	0.954311572	0.958900479	0.961321446	0.966071046	0.946954428	0.951180023	0.957950257	0.947047559	0.918888223	0.918808157	0.922406267	0.922206708	0.924160294	0.923436501	0.917095847	0.915275705	0.921241585	0.923903881	0.923797582	0.923168373	0.928747171	0.929001826	0.923635796	0.918433466	0.904467124	0.940801012	0.923610009	0.920011041	0.934740318	0.934058264	0.952224855	0.972425336	0.932346425	0.914406983	0.925831424	0.924907709	0.919797079	0.922245646	0.968265962	0.962888557	0.967115588	0.922031314	0.926352518	0.924706589	0.976158332	0.959380903	0.959903922	0.92446642	0.920252996	0.919878342	0.924653161	0.922017923	0.921403076	0.916935286	0.916734884	0.920212813	0.915339702	0.908449524	0.897613282	0.532149053	0.526851898	0.534890994	0.778432216	0.807448515	0.783395493	0.538260465	0.54988704	0.546688943	0.679918037	0.690727469	0.711824394	0.717160958	0.689764524	0.724679178	0.79374765	0.762630663	0.706110056	0.872530409	0.880061893	0.87734661	0.545417153	0.633483859	0.716037045	0.863005824	0.858497892	0.892463872	0.853279149	0.824062568	0.823125609	0	0.595664844	0.376081627	0.771222417	0.546876931	0.766847756	0.700559404	0.799327194	0.85028368	0.795862041	0.819034409	0.835741367	0.894844275	0.837641817	0.890510152	0.775220421	0.767407839	0.710071261	0.85845676	0.86114571	0.825186111	0.887164739	0.855847207	0.900435329	0.895379677	0.911983127	0.822096126	0.910002335	0.917747194	0.83634313
M_ZJ_JW_2	0.97157016	0.984186129	0.931917727	0.955046932	0.962190595	0.939729713	0.959259067	0.946684057	0.9463764	0.966791223	0.974271405	0.966578597	0.953548055	0.973589396	0.962565604	0.919274066	0.928945654	0.961052678	0.958310062	0.964343032	0.967005194	0.93408402	0.936586552	0.955943381	0.964610507	0.956731069	0.967714975	0.956382797	0.960770417	0.963459584	0.969495094	0.973214957	0.965655188	0.968129291	0.963820778	0.955915257	0.975968922	0.963995131	0.954242608	0.965749063	0.971019422	0.959448675	0.96315459	0.968892432	0.986472892	0.95483258	0.959876434	0.96182927	0.964665671	0.94679312	0.950777981	0.958845528	0.948037113	0.931810215	0.930258555	0.931529186	0.933069122	0.934902069	0.931489187	0.928252173	0.928759768	0.927835293	0.93190343	0.931154122	0.931301351	0.935904414	0.935087971	0.930163008	0.923930811	0.914205238	0.943676605	0.931141009	0.926484926	0.935368038	0.935516016	0.95156854	0.970190734	0.939302269	0.920319263	0.935007966	0.931729475	0.926417877	0.929026756	0.969027886	0.96510858	0.966526728	0.929856296	0.934043739	0.93249161	0.976304626	0.959192633	0.960531526	0.932880462	0.930512576	0.930954624	0.93277298	0.928211214	0.929549043	0.929348785	0.929509575	0.930392523	0.80129347	0.750324016	0.755982911	0.813079444	0.803447968	0.816397631	0.767955992	0.772839213	0.76873231	0.817653816	0.831527075	0.828022303	0.827165581	0.793534368	0.826390565	0.795954412	0.788985714	0.803365982	0.773679672	0.764233833	0.735285737	0.810924359	0.81963294	0.816972115	0.733588078	0.704156213	0.636010951	0.799312347	0.815326318	0.848851062	0.811164761	0.726991886	0.744463161	0.595664844	0	0.591810206	0.79148855	0.833681807	0.791314185	0.826242427	0.719367006	0.77133988	0.690418014	0.768250823	0.73041782	0.738992613	0.653683595	0.722043234	0.732797873	0.720704295	0.70608335	0.840355168	0.843620626	0.808101532	0.724891679	0.721078472	0.752944264	0.889292391	0.861895604	0.793867882	0.867058763	0.873412858	0.783500362
M_ZJ_JW_3	0.968493816	0.98347719	0.910219125	0.93649225	0.944398341	0.921456306	0.936797832	0.922096526	0.924196186	0.949520818	0.959850673	0.95257198	0.939970156	0.961670093	0.9503389	0.885308518	0.89704016	0.946483844	0.942764951	0.950443779	0.952423345	0.902727002	0.910741144	0.94168218	0.95029671	0.943513152	0.954203427	0.941680394	0.947552789	0.949346218	0.955368457	0.959730479	0.951394041	0.954965482	0.949506701	0.940396858	0.962297469	0.95093816	0.940476607	0.950940294	0.956772469	0.945255646	0.948091685	0.954297494	0.974606751	0.93836544	0.943234695	0.949227422	0.951716895	0.931703505	0.926791969	0.938953533	0.927382043	0.896252158	0.896626647	0.898901108	0.903383235	0.909537614	0.90003788	0.893202119	0.899061287	0.895582255	0.898833504	0.898619568	0.89777661	0.905189033	0.904948589	0.899622303	0.910994743	0.886754437	0.933697034	0.898981294	0.895342305	0.920840014	0.915958058	0.934820006	0.954445627	0.925081957	0.899718162	0.908921898	0.900733554	0.895274537	0.897977612	0.962713734	0.954780865	0.958834413	0.897094357	0.901977019	0.899582492	0.962338762	0.943567585	0.943929935	0.900171966	0.903476428	0.900239229	0.900492556	0.896813436	0.895890316	0.89223922	0.896239226	0.898272554	0.81460386	0.80506567	0.792810779	0.681041561	0.68121525	0.687730285	0.737668544	0.772410664	0.753387843	0.691247623	0.706312065	0.702097854	0.752063504	0.746003336	0.762819132	0.702123468	0.695582617	0.694498677	0.72815577	0.693707168	0.632438472	0.791152659	0.82338004	0.825720946	0.521296704	0.58272652	0.696331154	0.797105152	0.817841502	0.851847746	0.775405819	0.803687007	0.792851533	0.376081627	0.591810206	0	0.749482932	0.70505473	0.749642909	0.725480543	0.741026325	0.793159183	0.699020079	0.80887983	0.744156622	0.809828133	0.820424047	0.872436212	0.71535329	0.708597603	0.656800083	0.81933877	0.827432325	0.800864905	0.817051258	0.781305151	0.831231382	0.905492787	0.902484094	0.800584095	0.866751039	0.871138197	0.785801513
M_ZJ_LJ_1	0.961536942	0.981336022	0.910151781	0.870871339	0.879697617	0.855364854	0.867589296	0.843393878	0.855286472	0.887139069	0.89964909	0.896678284	0.873963188	0.906606108	0.89570267	0.82006426	0.835246793	0.879956036	0.87690475	0.889547119	0.890724161	0.830388578	0.865776455	0.877681661	0.880490144	0.871031917	0.886110237	0.874509692	0.882121736	0.88253691	0.882896161	0.907555582	0.888477468	0.899139002	0.881157837	0.881253032	0.90126785	0.89916566	0.88831599	0.881010816	0.885090238	0.888518758	0.891890884	0.893454008	0.925375438	0.863778332	0.886485364	0.889107177	0.884020679	0.862576113	0.862805452	0.877762901	0.867434587	0.894392312	0.904466143	0.861510413	0.91368429	0.924493713	0.882084956	0.882286154	0.896452079	0.840813731	0.844759792	0.844157973	0.842272163	0.851796573	0.851436231	0.839608495	0.89797849	0.89308205	0.92863954	0.844706825	0.843662991	0.867114648	0.863770061	0.87766937	0.900745322	0.923637108	0.905991549	0.917857792	0.843743604	0.84058524	0.845523297	0.956090041	0.945977421	0.94600432	0.881228433	0.848814491	0.846552979	0.901829591	0.864593396	0.883501699	0.848198532	0.914941132	0.906780582	0.843889675	0.857041192	0.861349014	0.887597352	0.901871259	0.906406165	0.902763978	0.9010255	0.892370198	0.669402305	0.662138325	0.676828248	0.702152007	0.762511075	0.74442415	0.697253778	0.723086193	0.703916389	0.772666389	0.759341768	0.811929999	0.642807542	0.632414557	0.675716732	0.755326639	0.71399069	0.699702933	0.809989501	0.828664626	0.843555005	0.730954251	0.742927718	0.809013462	0.776277878	0.800358339	0.887421218	0.805052923	0.754606264	0.714191658	0.771222417	0.79148855	0.749482932	0	0.682712517	0.074524234	0.841534561	0.694700437	0.658259632	0.813361019	0.927167204	0.835783521	0.802391314	0.798365457	0.81809766	0.741041081	0.716841208	0.626154223	0.770456604	0.790631288	0.731421309	0.825173718	0.806537736	0.84602898	0.858003957	0.876800159	0.779543181	0.836478623	0.844678019	0.752666197
M_ZJ_LJ_2	0.968037796	0.983569709	0.908787354	0.854229825	0.874082365	0.805615155	0.859458349	0.829253258	0.830203456	0.833294355	0.849869989	0.847689594	0.823020569	0.88330208	0.846017513	0.742553574	0.752050659	0.831648797	0.841533742	0.837548741	0.844009174	0.763890544	0.844811166	0.825936001	0.840624069	0.838912072	0.838967075	0.845734375	0.833453476	0.832289316	0.843687665	0.845842602	0.843809202	0.840384707	0.843298518	0.826056494	0.844264951	0.849226558	0.838538029	0.838846762	0.848866095	0.839329083	0.83705605	0.850565043	0.908050944	0.833655782	0.826296878	0.841696583	0.840317864	0.826378391	0.833802037	0.843582567	0.831354431	0.844466985	0.855704069	0.788066141	0.861939094	0.874260787	0.813430083	0.831624263	0.890271352	0.759343012	0.764600907	0.763048285	0.758299692	0.780306734	0.780199749	0.787703007	0.901295498	0.870580646	0.934552799	0.765096492	0.765055	0.827957966	0.823101688	0.835409025	0.881174058	0.922766953	0.89642593	0.905469436	0.766286318	0.767743554	0.76243372	0.952197878	0.9443726	0.945643333	0.816907688	0.777390459	0.761563881	0.850673632	0.832424418	0.821881742	0.769081775	0.867851259	0.860707356	0.764185076	0.786994886	0.789898068	0.825096241	0.855383836	0.856507085	0.956208209	0.958268654	0.948275536	0.268071582	0.39331367	0.242092075	0.70128099	0.782765227	0.757694168	0.212058054	0.233664076	0.207428258	0.634874661	0.657709763	0.699609441	0.677802705	0.65618493	0.59692175	0.757146142	0.698339362	0.657362296	0.862242803	0.917599906	0.884825158	0.602888357	0.716466096	0.79511384	0.926522648	0.899139469	0.933868263	0.913479226	0.88715149	0.883365782	0.546876931	0.833681807	0.70505473	0.682712517	0	0.69996865	0.753308717	0.841359786	0.878964441	0.885466903	0.962029898	0.913855283	0.938014054	0.886485048	0.938122545	0.725817374	0.739408697	0.678526949	0.709935378	0.781065467	0.64608457	0.928261705	0.888034864	0.922294685	0.955661365	0.972678654	0.904730933	0.947165857	0.95310468	0.878604186
M_ZJ_LJ_3	0.968987922	0.982914434	0.918312806	0.907581204	0.922830919	0.894296658	0.902663956	0.870831579	0.882750952	0.914215292	0.927045566	0.923232196	0.902203245	0.931221281	0.922739337	0.84824774	0.867540648	0.907018866	0.900232056	0.918108598	0.91741249	0.873402018	0.892800308	0.901973723	0.914228952	0.902375729	0.915393585	0.904957901	0.909786401	0.909050703	0.922042026	0.932318071	0.911390898	0.923365912	0.908407737	0.906322675	0.92620305	0.92523816	0.915231641	0.918912217	0.920850686	0.915635941	0.919543098	0.920048524	0.94991065	0.906872097	0.913053194	0.916077247	0.921962065	0.901159727	0.889400033	0.903674902	0.894698575	0.910152314	0.914539845	0.890393234	0.926768145	0.935263139	0.904961399	0.898486818	0.907596029	0.872585985	0.877027805	0.876813036	0.874217987	0.882486435	0.881684026	0.869734249	0.905402768	0.906005313	0.936305615	0.877496308	0.876572235	0.894926801	0.889307009	0.903500415	0.926229356	0.929175706	0.916078999	0.927074981	0.877977854	0.872237185	0.878058307	0.966364827	0.953027949	0.954418876	0.902860366	0.878178749	0.878004624	0.927714908	0.905920004	0.909104826	0.880038004	0.926995009	0.917938273	0.876492558	0.887007773	0.890713473	0.909992151	0.912854753	0.919209095	0.901345495	0.900663864	0.891580016	0.691528817	0.678539633	0.694793217	0.713200349	0.767901562	0.742898481	0.714496363	0.723646407	0.720021697	0.774793432	0.76035764	0.803996783	0.644358972	0.623557668	0.693977817	0.777212235	0.736759066	0.716465527	0.813962108	0.828330299	0.847340522	0.729722679	0.741709787	0.802136966	0.774538487	0.798204174	0.886885555	0.796650678	0.755888914	0.716625426	0.766847756	0.791314185	0.749642909	0.074524234	0.69996865	0	0.835166467	0.695221523	0.659971469	0.813734842	0.927340945	0.835889637	0.800785823	0.79664009	0.81833861	0.760090413	0.728238971	0.635678426	0.80270969	0.819767193	0.759393365	0.822804732	0.804396667	0.844838218	0.857494485	0.876705756	0.779261026	0.835528177	0.843661861	0.750418646
M_ZJ_LL_1	0.974807978	0.98187187	0.96457334	0.970365349	0.977989919	0.965589136	0.964704804	0.955742256	0.957654766	0.969588058	0.975275192	0.970833008	0.973200775	0.973282586	0.973777118	0.963501462	0.976691918	0.969039571	0.963073033	0.969708647	0.967393982	0.979060284	0.98442576	0.968839621	0.972303889	0.968905011	0.970323971	0.965841757	0.962978366	0.965145984	0.973522034	0.973135281	0.965307758	0.965400342	0.959151491	0.957106756	0.974925947	0.964356624	0.951928173	0.977522204	0.972772623	0.975221767	0.97732177	0.972531806	0.986593886	0.968183623	0.96454581	0.972612478	0.972974333	0.973749556	0.962256612	0.971943039	0.971916395	0.97605139	0.971984631	0.977201846	0.978459878	0.978193227	0.978753202	0.968533477	0.963275327	0.974604722	0.978458399	0.978137861	0.977026991	0.981228583	0.981402444	0.975956226	0.960225811	0.946914478	0.96302133	0.977000011	0.972598627	0.967528698	0.974044553	0.972492332	0.978311818	0.968801154	0.963343055	0.964425956	0.979328307	0.972010153	0.974164448	0.977028153	0.977242509	0.972840976	0.977040947	0.981294635	0.978565533	0.976933983	0.967648134	0.963809377	0.977790571	0.974044938	0.976051307	0.979622288	0.975863129	0.975167868	0.972412368	0.967449437	0.973443124	0.910562101	0.90922505	0.894321619	0.750860077	0.750392002	0.757080877	0.824611095	0.854134849	0.833092325	0.750015782	0.759956535	0.75853837	0.597015595	0.597135666	0.501030042	0.744932081	0.725856403	0.774537878	0.879992927	0.833545645	0.769667387	0.928756192	0.933999767	0.936488901	0.658472285	0.742858819	0.727956153	0.901786533	0.908663071	0.912235406	0.858493999	0.839069733	0.813879815	0.700559404	0.826242427	0.725480543	0.841534561	0.753308717	0.835166467	0	0.753947746	0.815941304	0.839553127	0.937747428	0.883913042	0.850710285	0.781467282	0.845586476	0.850187138	0.849745672	0.765372652	0.914027174	0.918094682	0.879619593	0.906882539	0.863831445	0.910012376	0.917559684	0.939433484	0.88363187	0.929506573	0.938829162	0.868956868
M_ZJ_LL_2	0.964854702	0.985256175	0.978847495	0.959648905	0.969936103	0.957829827	0.934162139	0.922965275	0.937800908	0.958818316	0.96528179	0.960612559	0.963314378	0.956493246	0.964305407	0.950912505	0.967527274	0.954564301	0.946711784	0.960704513	0.949573776	0.973361166	0.980840598	0.957882915	0.964263023	0.953867569	0.960129687	0.956275509	0.951980298	0.95186108	0.967354594	0.966794134	0.94893282	0.959340182	0.949826914	0.942002908	0.966911497	0.953827445	0.937961583	0.970124191	0.958725703	0.969362463	0.970111305	0.958832254	0.984118618	0.959688759	0.952051033	0.963220525	0.964505682	0.96596361	0.938496987	0.952718646	0.953374236	0.972920886	0.971583391	0.974967748	0.978420006	0.980400739	0.976318882	0.965830955	0.942619823	0.961508048	0.965575556	0.967662713	0.967635785	0.974954474	0.974887592	0.964557117	0.953362586	0.960948023	0.969229056	0.971515402	0.964892853	0.963876451	0.962325512	0.956251166	0.951903973	0.979904486	0.968921683	0.981108532	0.971020609	0.915595267	0.965522216	0.980332488	0.956506869	0.967128332	0.966365558	0.965187946	0.970258219	0.968398523	0.95907194	0.951113402	0.97261285	0.978767392	0.979088307	0.972665862	0.970297856	0.970458645	0.971610296	0.969375927	0.976092108	0.7139227	0.736920297	0.717722045	0.82210782	0.80966743	0.829920987	0.730043617	0.745882051	0.74316683	0.818120597	0.851418632	0.835766535	0.826964559	0.810723628	0.831072702	0.735728455	0.73210361	0.768771816	0.802762886	0.767806314	0.736008844	0.802014777	0.807648045	0.826444129	0.708625023	0.735447499	0.770457787	0.717855702	0.847165877	0.848811114	0.697104974	0.709989279	0.692277447	0.799327194	0.719367006	0.741026325	0.694700437	0.841359786	0.695221523	0.753947746	0	0.247385161	0.764330108	0.891139344	0.788423296	0.644345827	0.668613184	0.71952849	0.791954215	0.761440266	0.741868921	0.874896647	0.886174647	0.852662531	0.757840805	0.72784717	0.79866928	0.892797093	0.886095698	0.808650349	0.872515409	0.874348923	0.762389361
M_ZJ_LL_3	0.972453212	0.984988964	0.984586732	0.965521041	0.975126583	0.964706178	0.940368988	0.933359951	0.942751133	0.963553846	0.970712985	0.966592106	0.96731436	0.962539794	0.970753263	0.956008884	0.972302561	0.958095688	0.951768477	0.965158708	0.953907926	0.978458116	0.983408899	0.963461111	0.967888082	0.957505927	0.964557825	0.960850669	0.954522197	0.956422965	0.972197107	0.97179718	0.955876064	0.965225828	0.956020802	0.950764965	0.971888121	0.957719537	0.944221888	0.9752747	0.965347208	0.974632925	0.975462422	0.964664734	0.986914574	0.965574785	0.957695934	0.967996457	0.969696173	0.970619316	0.946817877	0.962297158	0.959300638	0.978887536	0.97900805	0.980212014	0.984279508	0.987851997	0.980907218	0.973041645	0.958325436	0.966350752	0.97293297	0.973522159	0.973522088	0.980319045	0.980720496	0.970684609	0.964025193	0.965122201	0.973269467	0.976692441	0.97076577	0.969441654	0.968679998	0.96197715	0.958886417	0.984747473	0.972440126	0.985857709	0.976318102	0.951902575	0.971488458	0.983958057	0.967155645	0.96825227	0.972572513	0.974231111	0.976157534	0.972867002	0.963687376	0.957307757	0.978258371	0.984453252	0.984118564	0.977348185	0.974672521	0.97457885	0.978111765	0.976988033	0.983891219	0.724276777	0.759180368	0.73999562	0.855699784	0.840783426	0.863004498	0.797735858	0.810937928	0.807674216	0.858307222	0.884702313	0.87313045	0.86031479	0.845852882	0.861773512	0.776262348	0.771914547	0.800382822	0.820381343	0.817464514	0.798376156	0.830830963	0.850550431	0.859152843	0.749493373	0.787420276	0.820797954	0.719942782	0.86498536	0.869146264	0.709118124	0.722952384	0.700022851	0.85028368	0.77133988	0.793159183	0.658259632	0.878964441	0.659971469	0.815941304	0.247385161	0	0.796704321	0.907312868	0.802550387	0.643475708	0.700344955	0.730484966	0.826991116	0.78321966	0.808169893	0.873037	0.886134393	0.868607913	0.751085604	0.709867144	0.783940712	0.903472631	0.903794416	0.821024514	0.88755255	0.889118914	0.79410837
M_ZJ_QJ_1	0.971570693	0.984948798	0.974821105	0.963235293	0.969789826	0.959796655	0.954496982	0.95096608	0.952932629	0.963956039	0.973830733	0.968224441	0.962980227	0.976586606	0.968706583	0.958578187	0.965654653	0.956665399	0.959447981	0.963567756	0.963888283	0.972278173	0.975703616	0.961589025	0.962671483	0.957039184	0.966123677	0.956584265	0.9584028	0.959915673	0.970432272	0.977550072	0.964050267	0.967379696	0.95996776	0.954150172	0.974016581	0.96225577	0.948409421	0.969402094	0.968893556	0.970097873	0.971783909	0.967742575	0.986527043	0.964157204	0.95864621	0.968705903	0.968117815	0.966833468	0.94756827	0.962110564	0.962150996	0.969068333	0.966593482	0.97292113	0.972935384	0.977831744	0.972814065	0.965081997	0.963904012	0.965629142	0.947823689	0.967770251	0.966418777	0.974566363	0.974674205	0.968558475	0.929001773	0.958646921	0.965924688	0.970913882	0.966485211	0.970272147	0.967904207	0.968960247	0.970927481	0.976252493	0.966781381	0.978754606	0.971556557	0.965107919	0.971181599	0.97633259	0.96897511	0.972855126	0.878647155	0.882366401	0.969469215	0.976519774	0.961775261	0.959435465	0.970954319	0.975128373	0.974968434	0.970820385	0.968438792	0.967716843	0.968787945	0.96620572	0.97424581	0.804503314	0.806656716	0.786322423	0.85850902	0.849426016	0.861640217	0.801588056	0.806203565	0.801414279	0.862426953	0.880354449	0.875137471	0.815233104	0.807795382	0.820464079	0.766871014	0.762109458	0.830241463	0.828115279	0.823043354	0.807914876	0.792128397	0.800663719	0.810643858	0.814093866	0.789426624	0.800463465	0.801839967	0.823808476	0.844289362	0.807685572	0.736838265	0.736356317	0.795862041	0.690418014	0.699020079	0.813361019	0.885466903	0.813734842	0.839553127	0.764330108	0.796704321	0	0.78956146	0.533268653	0.863578954	0.803085301	0.849505851	0.778254691	0.74196116	0.72973369	0.83667691	0.862937931	0.832368206	0.819513177	0.81250298	0.859566095	0.838870899	0.853895174	0.788717432	0.833814411	0.847566282	0.751192065
